URN,LA (code),LA (name),EstablishmentNumber,EstablishmentName,TypeOfEstablishment (code),TypeOfEstablishment (name),EstablishmentTypeGroup (code),EstablishmentTypeGroup (name),EstablishmentStatus (code),EstablishmentStatus (name),ReasonEstablishmentOpened (code),ReasonEstablishmentOpened (name),OpenDate,ReasonEstablishmentClosed (code),ReasonEstablishmentClosed (name),CloseDate,PhaseOfEducation (code),PhaseOfEducation (name),StatutoryLowAge,StatutoryHighAge,Boarders (code),Boarders (name),NurseryProvision (name),OfficialSixthForm (code),OfficialSixthForm (name),Gender (code),Gender (name),ReligiousCharacter (code),ReligiousCharacter (name),ReligiousEthos (name),Diocese (code),Diocese (name),AdmissionsPolicy (code),AdmissionsPolicy (name),SchoolCapacity,SpecialClasses (code),SpecialClasses (name),CensusDate,NumberOfPupils,NumberOfBoys,NumberOfGirls,PercentageFSM,TrustSchoolFlag (code),TrustSchoolFlag (name),Trusts (code),Trusts (name),SchoolSponsorFlag (name),SchoolSponsors (name),FederationFlag (name),Federations (code),Federations (name),UKPRN,FEHEIdentifier,FurtherEducationType (name),LastChangedDate,Street,Locality,Address3,Town,County (name),Postcode,SchoolWebsite,TelephoneNum,HeadTitle (name),HeadFirstName,HeadLastName,HeadPreferredJobTitle,BSOInspectorateName (name),InspectorateReport,DateOfLastInspectionVisit,NextInspectionVisit,TeenMoth (name),TeenMothPlaces,CCF (name),SENPRU (name),EBD (name),PlacesPRU,FTProv (name),EdByOther (name),Section41Approved (name),SEN1 (name),SEN2 (name),SEN3 (name),SEN4 (name),SEN5 (name),SEN6 (name),SEN7 (name),SEN8 (name),SEN9 (name),SEN10 (name),SEN11 (name),SEN12 (name),SEN13 (name),TypeOfResourcedProvision (name),ResourcedProvisionOnRoll,ResourcedProvisionCapacity,SenUnitOnRoll,SenUnitCapacity,GOR (code),GOR (name),DistrictAdministrative (code),DistrictAdministrative (name),AdministrativeWard (code),AdministrativeWard (name),ParliamentaryConstituency (code),ParliamentaryConstituency (name),UrbanRural (code),UrbanRural (name),GSSLACode (name),Easting,Northing,MSOA (name),LSOA (name),InspectorateName (name),SENStat,SENNoStat,BoardingEstablishment (name),PropsName,PreviousLA (code),PreviousLA (name),PreviousEstablishmentNumber,Country (name),UPRN,SiteName,QABName (code),QABName (name),EstablishmentAccredited (code),EstablishmentAccredited (name),QABReport,CHNumber,MSOA (code),LSOA (code),FSM,AccreditationExpiryDate
125931,938,West Sussex,2202,London Meed Community Primary School,01,Community school,4,Local authority maintained schools,1,Open,00,Not applicable,,00,Not applicable,,2,Primary,4,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,420,1,Has Special Classes,15-01-2026,415,218,197,14.20,0,Not applicable,,,Not applicable,,Not under a federation,,,10069183,,Not applicable,30-06-2026,Chanctonbury Road,,,Burgess Hill,West Sussex,RH15 9YQ,http://www.londonmeedprimary.co.uk,01444232336,Miss,Fiona,Dowley,Head teacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,"SLCN - Speech, language and Communication",,,,,,,,,,,,,Resourced provision and SEN unit,11,11,0,0,J,South East,E07000228,Mid Sussex,E05014713,Burgess Hill Meeds & Hammonds,E14001366,Mid Sussex,UN1,Urban: Nearer to a major town or city,E10000032,531230,118344,Mid Sussex 015,Mid Sussex 015C,,,,,,999,,,,100062483986,,0,Not applicable,0,Not applicable,,,E02006618,E01031710,59,
125932,938,West Sussex,2205,Handcross Primary School,01,Community school,4,Local authority maintained schools,1,Open,00,Not applicable,,00,Not applicable,,2,Primary,2,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,210,2,No Special Classes,15-01-2026,238,129,109,12.10,0,Not applicable,,,Not applicable,,Not under a federation,,,10079770,,Not applicable,30-06-2026,London Road,Handcross,,Haywards Heath,West Sussex,RH17 6HB,www.handcrossprimary.uk/,01444400291,Mrs,Sharon,Bondonno,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000228,Mid Sussex,E05014725,Handcross & Pease Pottage,E14001212,East Grinstead and Uckfield,RSN1,Smaller rural: Nearer to a major town or city,E10000032,526231,130562,Mid Sussex 007,Mid Sussex 007F,,,,,,999,,,,100062487135,,0,Not applicable,0,Not applicable,,,E02006610,E01035346,28,
125934,938,West Sussex,2207,Heyworth Primary School,01,Community school,4,Local authority maintained schools,2,Closed,00,Not applicable,,06,For Academy,31-12-2011,2,Primary,4,11,1,No boarders,No Nursery Classes,0,Not applicable,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,315,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,14-11-2018,New England Road,,,Haywards Heath,West Sussex,RH16 3JR,,,Mrs,Sandie,Piper,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000228,Mid Sussex,E05007687,Haywards Heath Bentswood,E14000817,Mid Sussex,C1,(England/Wales) Urban city and town,E10000032,533673,124017,Mid Sussex 010,Mid Sussex 010B,,,,,,999,,,,,,0,Not applicable,0,Not applicable,,,E02006613,E01031753,,
125935,938,West Sussex,2208,Lindfield Junior School,01,Community school,4,Local authority maintained schools,2,Closed,00,Not applicable,,00,Not applicable,31-08-2000,2,Primary,7,11,1,No boarders,No Nursery Classes,0,Not applicable,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,14-11-2018,Lewes Road,Lindfield,,Haywards Heath,West Sussex,RH16 2LF,,,Mr,B M,Jarvis,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000228,Mid Sussex,E05007693,Lindfield,E14000817,Mid Sussex,C1,(England/Wales) Urban city and town,E10000032,534740,125266,Mid Sussex 008,Mid Sussex 008D,,,,,,999,,,,,,0,Not applicable,0,Not applicable,,,E02006611,E01031773,,
125936,938,West Sussex,2209,Woodgate Primary School,01,Community school,4,Local authority maintained schools,2,Closed,00,Not applicable,,10,Academy Converter,31-05-2023,2,Primary,4,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,70,2,No Special Classes,19-01-2023,123,67,56,26.80,0,Not applicable,,,Not applicable,,Not under a federation,,,10073860,,Not applicable,12-09-2023,41 Bellevue Farm Road,Pease Pottage,,Crawley,West Sussex,RH11 9GT,,,Mrs,Marion,West,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000228,Mid Sussex,E05007668,Ardingly and Balcombe,E14000753,Horsham,F1,(England/Wales) Rural hamlet and isolated dwellings,E10000032,526530,133360,Mid Sussex 007,Mid Sussex 007E,,,,,,999,,,United Kingdom,10093415550,,0,Not applicable,0,Not applicable,,,E02006610,E01035345,33,
125937,938,West Sussex,2210,Halsford Park Primary School,01,Community school,4,Local authority maintained schools,2,Closed,00,Not applicable,,10,Academy Converter,31-08-2014,2,Primary,4,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,420,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,14-11-2018,Manor Road,,,East Grinstead,West Sussex,RH19 1LR,,,Mrs,Lesley,Corbett,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000228,Mid Sussex,E05007683,East Grinstead Imberhorne,E14000817,Mid Sussex,C1,(England/Wales) Urban city and town,E10000032,538174,138827,Mid Sussex 004,Mid Sussex 004E,,,,,,999,,,,,,0,Not applicable,0,Not applicable,,,E02006607,E01031740,,
125938,938,West Sussex,2212,Harlands Primary School,01,Community school,4,Local authority maintained schools,2,Closed,00,Not applicable,,10,Academy Converter,31-03-2014,2,Primary,4,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,420,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,27-03-2019,Penland Road,,,Haywards Heath,West Sussex,RH16 1PJ,,,Mrs,Jane E,Goodlace,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000228,Mid Sussex,E05007689,Haywards Heath Heath,E14000817,Mid Sussex,C1,(England/Wales) Urban city and town,E10000032,532633,125239,Mid Sussex 009,Mid Sussex 009B,,,,,,999,,,,100062487124,,0,Not applicable,0,Not applicable,,,E02006612,E01031759,,
125940,938,West Sussex,2214,The Gattons Infant School,01,Community school,4,Local authority maintained schools,1,Open,00,Not applicable,,00,Not applicable,,2,Primary,4,7,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,270,2,No Special Classes,15-01-2026,250,126,124,10.80,0,Not applicable,,,Not applicable,,Not under a federation,,,10071970,,Not applicable,30-06-2026,Royal George Road,,,Burgess Hill,West Sussex,RH15 9SL,http://www.thegattons.co.uk,01444235071,Mrs,Sarah,Gospel,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000228,Mid Sussex,E05014715,Burgess Hill Victoria,E14001366,Mid Sussex,UN1,Urban: Nearer to a major town or city,E10000032,530270,119380,Mid Sussex 014,Mid Sussex 014E,,,,,,999,,,,10090015541,,0,Not applicable,0,Not applicable,,,E02006617,E01031716,27,
125941,938,West Sussex,2215,Southway Junior School,01,Community school,4,Local authority maintained schools,1,Open,00,Not applicable,,00,Not applicable,,2,Primary,7,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,360,2,No Special Classes,15-01-2026,362,168,194,16.30,0,Not applicable,,,Not applicable,,Not under a federation,,,10075075,,Not applicable,30-06-2026,Southway,,,Burgess Hill,West Sussex,RH15 9SU,www.southwayjunior.co.uk,01444233824,Mrs,Vanessa,Smith,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000228,Mid Sussex,E05014715,Burgess Hill Victoria,E14001366,Mid Sussex,UN1,Urban: Nearer to a major town or city,E10000032,529940,119281,Mid Sussex 014,Mid Sussex 014E,,,,,,999,,,,10070639004,,0,Not applicable,0,Not applicable,,,E02006617,E01031716,59,
125942,938,West Sussex,2217,Lindfield Infant School,01,Community school,4,Local authority maintained schools,2,Closed,00,Not applicable,,00,Not applicable,31-08-2000,2,Primary,5,7,1,No boarders,No Nursery Classes,0,Not applicable,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,14-11-2018,Black Hill,Lindfield,,Haywards Heath,West Sussex,RH16 2DU,,,Mrs,L T,Hunter,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000228,Mid Sussex,E05007693,Lindfield,E14000817,Mid Sussex,C1,(England/Wales) Urban city and town,E10000032,534518,125072,Mid Sussex 008,Mid Sussex 008D,,,,,,999,,,,,,0,Not applicable,0,Not applicable,,,E02006611,E01031773,,
125943,938,West Sussex,2218,"Fairway Infant School, Copthorne",01,Community school,4,Local authority maintained schools,1,Open,00,Not applicable,,00,Not applicable,,2,Primary,4,7,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,180,2,No Special Classes,15-01-2026,171,93,78,5.80,0,Not applicable,,,Not applicable,,Not under a federation,,,10071969,,Not applicable,30-06-2026,Fairway,Copthorne,,Crawley,West Sussex,RH10 3QD,https://www.fairwayinfant.co.uk,01342713691,Miss,Emma,Singleton,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000228,Mid Sussex,E05014716,Copthorne & Worth,E14001212,East Grinstead and Uckfield,UN1,Urban: Nearer to a major town or city,E10000032,531643,139113,Mid Sussex 002,Mid Sussex 002B,,,,,,999,,,,100062473579,,0,Not applicable,0,Not applicable,,,E02006605,E01031719,10,
125944,938,West Sussex,2219,"Birchwood Grove Community Primary School, Burgess Hill",01,Community school,4,Local authority maintained schools,1,Open,00,Not applicable,,00,Not applicable,,2,Primary,4,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,420,2,No Special Classes,15-01-2026,403,199,204,7.20,0,Not applicable,,,Not applicable,,Not under a federation,,,10079769,,Not applicable,30-06-2026,Birchwood Grove Road,,,Burgess Hill,West Sussex,RH15 0DP,http://www.birchwoodgrove.org.uk,01444242209,Mr,Chris,Yelling (interim),Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000228,Mid Sussex,E05014711,Burgess Hill Franklands,E14001366,Mid Sussex,UN1,Urban: Nearer to a major town or city,E10000032,532148,118442,Mid Sussex 015,Mid Sussex 015A,,,,,,999,,,,10070623361,,0,Not applicable,0,Not applicable,,,E02006618,E01031702,29,
125945,938,West Sussex,2220,Estcots Primary School,01,Community school,4,Local authority maintained schools,1,Open,00,Not applicable,,00,Not applicable,,2,Primary,4,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,521,2,No Special Classes,15-01-2026,403,208,195,8.70,0,Not applicable,,,Not applicable,,Not under a federation,,,10079768,,Not applicable,30-06-2026,Bourg-De-Peage Avenue,,,East Grinstead,West Sussex,RH19 3TY,www.estcots.co.uk,01342327473,Mrs,Rachel,Brock,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000228,Mid Sussex,E05014720,East Grinstead Ashplats,E14001212,East Grinstead and Uckfield,UN1,Urban: Nearer to a major town or city,E10000032,540168,138031,Mid Sussex 003,Mid Sussex 003D,,,,,,999,,,,10070639314,,0,Not applicable,0,Not applicable,,,E02006606,E01031730,35,
125946,938,West Sussex,2221,"Blackthorns Community Primary School, Lindfield",01,Community school,4,Local authority maintained schools,2,Closed,00,Not applicable,,10,Academy Converter,31-03-2015,2,Primary,4,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,240,1,Has Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,14-11-2018,3 Blackthorns Close,Lindfield,,Haywards Heath,West Sussex,RH16 2UA,,,Mrs,Marianne,Brand,Head Teacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,SpLD - Specific Learning Difficulty,,,,,,,,,,,,,SEN unit,,,,,J,South East,E07000228,Mid Sussex,E05007693,Lindfield,E14000817,Mid Sussex,C1,(England/Wales) Urban city and town,E10000032,534293,124949,Mid Sussex 008,Mid Sussex 008E,,,,,,999,,,,,,0,Not applicable,0,Not applicable,,,E02006611,E01031774,,
125947,938,West Sussex,2222,Burleigh Infant School,01,Community school,4,Local authority maintained schools,2,Closed,00,Not applicable,,01,Result of Amalgamation/Merger,31-08-2006,2,Primary,5,7,1,No boarders,No Nursery Classes,0,Not applicable,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,189,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,14-11-2018,Hophurst Drive,Crawley Down,,Crawley,West Sussex,RH10 4XA,,,Miss,P,Burdock,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000228,Mid Sussex,E05007678,Crawley Down and Turners Hill,E14000753,Horsham,C1,(England/Wales) Urban city and town,E10000032,534696,137859,Mid Sussex 005,Mid Sussex 005D,,,,,,999,,,,10070640261,,0,Not applicable,0,Not applicable,,,E02006608,E01031725,,
125948,938,West Sussex,2223,Northlands Wood Community Primary School,01,Community school,4,Local authority maintained schools,2,Closed,00,Not applicable,,10,Academy Converter,30-04-2017,2,Primary,4,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,360,2,No Special Classes,19-01-2017,333,160,175,7.3,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,15-10-2018,Beech Hill,,,Haywards Heath,West Sussex,RH16 3RX,,,,Gavin,Oulton,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000228,Mid Sussex,E05007688,Haywards Heath Franklands,E14000817,Mid Sussex,C1,(England/Wales) Urban city and town,E10000032,534861,123475,Mid Sussex 008,Mid Sussex 008A,,,,,,999,,,,,,0,Not applicable,0,Not applicable,,,E02006611,E01031758,24,
125949,938,West Sussex,2225,North Heath Community Primary School,01,Community school,4,Local authority maintained schools,1,Open,00,Not applicable,,00,Not applicable,,2,Primary,4,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,420,2,No Special Classes,15-01-2026,373,193,180,7.80,0,Not applicable,,,Not applicable,,Not under a federation,,,10079767,,Not applicable,30-06-2026,Erica Way,,,Horsham,West Sussex,RH12 5XL,www.northheathprimary.co.uk,01403254790,Mrs,Nicola,Chesshire,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000227,Horsham,E05011821,Holbrook West,E14001294,Horsham,UN1,Urban: Nearer to a major town or city,E10000032,517840,132356,Horsham 002,Horsham 002E,,,,,,999,,,,200004782266,,0,Not applicable,0,Not applicable,,,E02006589,E01031649,29,
125951,938,West Sussex,2228,Bewbush First School,01,Community school,4,Local authority maintained schools,2,Closed,00,Not applicable,,01,Result of Amalgamation/Merger,31-08-2004,2,Primary,5,8,1,No boarders,Not applicable,0,Not applicable,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,29-11-2019,Dorsten Square,Bewbush,,Crawley,West Sussex,RH11 8XW,,,Mrs,G,Miles,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000226,Crawley,E05012914,Bewbush & North Broadfield,E14000652,Crawley,C1,(England/Wales) Urban city and town,E10000032,524592,135274,Crawley 010,Crawley 010B,,,,,,999,,,,10034135511,,0,Not applicable,0,Not applicable,,,E02006584,E01031548,,
125953,938,West Sussex,2230,Waterfield Primary School,01,Community school,4,Local authority maintained schools,2,Closed,00,Not applicable,,10,Academy Converter,28-02-2018,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,382,2,No Special Classes,18-01-2018,317,181,136,9.9,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,29-11-2019,Waterfield Gardens,Bewbush,Waterfield Primary School,Crawley,West Sussex,RH11 8RA,,,Miss,Justin,Moss,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000226,Crawley,E05012914,Bewbush & North Broadfield,E14000652,Crawley,C1,(England/Wales) Urban city and town,E10000032,524345,135805,Crawley 010,Crawley 010D,,,,,,999,,,,200001230194,,0,Not applicable,0,Not applicable,,,E02006584,E01031550,28,
125957,938,West Sussex,2234,Broadfield East Junior School,01,Community school,4,Local authority maintained schools,2,Closed,00,Not applicable,,06,For Academy,31-08-2012,2,Primary,7,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,360,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,29-11-2019,Vulcan Close,Broadfield,,Crawley,West Sussex,RH11 9PD,,,Mr,T,Abbott,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000226,Crawley,E05012915,Broadfield,E14000652,Crawley,C1,(England/Wales) Urban city and town,E10000032,526303,134803,Crawley 013,Crawley 013C,,,,,,999,,,,10034142302,,0,Not applicable,0,Not applicable,,,E02006587,E01031557,,
125958,938,West Sussex,2235,Sheddingdean Community Primary School,01,Community school,4,Local authority maintained schools,1,Open,00,Not applicable,,00,Not applicable,,2,Primary,4,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,210,2,No Special Classes,15-01-2026,199,103,96,17.10,0,Not applicable,,,Not applicable,,Not under a federation,,,10079765,,Not applicable,30-06-2026,Petworth Drive,,,Burgess Hill,West Sussex,RH15 8JT,http://www.sheddingdeanschool.org.uk,01444246532,Mrs,Hannah,Riley,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000228,Mid Sussex,E05014712,Burgess Hill Leylands,E14001366,Mid Sussex,UN1,Urban: Nearer to a major town or city,E10000032,531237,120058,Mid Sussex 014,Mid Sussex 014B,,,,,,999,,,,10070638993,,0,Not applicable,0,Not applicable,,,E02006617,E01031707,34,
